6	s_StatusBar_copyRect	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	49054
6	s_StatusBar_copyRect	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	49054
6	rd_R_DrawColumnBoomOpt$Indexed_invoke	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	88087
6	r_patch_t_unpack	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	13779
6	r_RendererState$SegDrawer_StoreWallRange	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	80575
6	r_RendererState$SegDrawer_RenderSegLoop	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	80913
6	r_AbstractThings_DrawVisSprite	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	84438
6	jlr_Array_getLength	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	19277
6	jl_System_doArrayCopy	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	13694
6	d_DoomMain__init_	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	11764
6	Long_and	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	226
6	$rt_charArrayToString	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	432
5	vg_Columns_DrawPatchColumns	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	51281
5	rd_R_DrawColumnBoom$Indexed_invoke	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	88267
5	r_RendererState_RenderPlayerView	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	79950
5	r_RendererState$SegDrawer_StoreWallRange	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	80575
5	r_RendererState$SegDrawer_StoreWallRange	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	80575
5	r_RendererState$SegDrawer_StoreWallRange	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	80575
5	r_RendererState$SegDrawer_RenderSegLoop	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	80913
5	r_RendererState$SegDrawer_RenderSegLoop	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	80913
5	r_AbstractThings_DrawMaskedColumn	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	84950
5	r_AbstractThings_DrawMaskedColumn	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	84950
5	p_BoomLevelLoader_SetupLevel	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	30854
5	p_BoomLevelLoader_P_LoadSegs	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	28162
5	pA_ActionsThinkers_Ticker	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	35031
5	pA_ActionTrait_CheckPosition	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	31474
5	jl_Object	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	927
5	decode	node:internal/encoding	481
5	d_info_$callClinit	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	20696
5	Long_lo	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	205
5	Long_lo	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	205
5	Long_create	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	200
5	Long_create	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	200
5	Long_create	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	200
5	Long_create	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	200
5	$rt_charArrayToString	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	432
5		file:///Users/bmarti44/doomdb/probes/mle/teavm-engine/rank-presentation-command-stream-node.mjs	0
5		file:///Users/bmarti44/doomdb/probes/mle/teavm-engine/rank-presentation-command-stream-node.mjs	0
4	w_WadLoader_AddFile	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	25534
4	vg_Columns_DrawPatchColumns	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	51281
4	vg_Columns_DrawPatchColumns	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	51281
4	s_StatusBar_copyRect	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	49054
4	rd_R_DrawColumnBoomOpt$Indexed_invoke	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	88087
4	r_visplane_t_getTop	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	85097
4	r_node_t_PointOnSide	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	86163
4	r_SimpleTextureManager_getRogueColumn	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	83549
4	r_RendererState_Init	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	79508
4	r_RendererState$SegDrawer_StoreWallRange	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	80575
4	p_mobj_t_SetMobjState	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	14731
4	pA_ActionsSight_CrossSubsector	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	35567
4	jn_ByteBuffer_get	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	48351
4	jl_Math_min	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	19224
4	compileForInternalLoader	node:internal/bootstrap/realm	382
4	compileForInternalLoader	node:internal/bootstrap/realm	382
4	compileForInternalLoader	node:internal/bootstrap/realm	382
4	Long_shru	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	231
4	Long_lo	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	205
4	Long_create	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	200
4	Long_create	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	200
4	Long_create	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	200
4	$rt_createCharArray	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	245
4	$rt_createByteArray	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	251
3	vg_Columns_DrawPatchColumns	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	51281
3	vg_Columns_DrawPatchColumns	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	51281
3	u_C2JUtils_memset	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	17113
3	readFileSync	node:fs	428
3	rd_R_DrawColumnBoomOpt$Indexed_invoke	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	88087
3	rd_R_DrawColumnBoomOpt$Indexed_invoke	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	88087
3	rd_R_DrawColumnBoom$Indexed_invoke	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	88267
3	r_VisSprites_ProjectSprite	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	84297
3	r_SimpleTextureManager_InitTextures	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	82424
3	r_RendererState_InitTextureMapping	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	79708
3	r_RendererState$SegDrawer_StoreWallRange	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	80575
3	r_RendererState$SegDrawer_StoreWallRange	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	80575
3	r_RendererState$SegDrawer_RenderSegLoop	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	80913
3	r_RendererState$SegDrawer_RenderSegLoop	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	80913
3	r_RendererState$SegDrawer_RenderSegLoop	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	80913
3	r_RendererState$SegDrawer_RenderSegLoop	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	80913
3	r_RendererState$BSP_RenderBSPNode	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	82220
3	r_RendererState$BSP_ClipPassWallSegment	file:///Users/bmarti44/doomdb/artifacts/performance/pmle-database-frames/presentation-debug-census-62f22b44124c.js	81870
