14	r_RendererState$SegDrawer_StoreWallRange	80575
14	r_RendererState$SegDrawer_StoreWallRange	80575
14	r_RendererState$SegDrawer_StoreWallRange	80575
14	r_RendererState$BSP_CheckBBox	82078
14	r_RendererState$BSP_AddLine	81976
14	r_RendererState$BSP_AddLine	81976
14	r_AbstractThings_RenderMaskedSegRange	84495
14	ji_ByteArrayInputStream_read0	20646
14	dme_SimulationEngineReachabilityProbe_stepMultiplayerAuthoritative	4390
14	Long_create	200
14		65
13	rd_R_DrawColumnBoomOpt$Indexed_invoke	88087
13	r_RendererState$SegDrawer_RenderSegLoop	80913
13	r_RendererState$BSP_RenderBSPNode	82220
13	r_RendererState$BSP_RenderBSPNode	82220
13	r_RendererState$BSP_AddLine	81976
13	r_RendererState$BSP_AddLine	81976
13	ju_Arrays_sort	13474
13	jl_System_doArrayCopy	13694
13	jl_Object$Monitor	22670
13	Long_lo	205
13	Long_create	200
13	Long_create	200
13		16
12	w_WadLoader_CheckNumsForName	26865
12	rd_R_DrawColumnBoomOpt$Indexed_invoke	88087
12	r_SimpleTextureManager_getRogueColumn	83549
12	r_SimpleTextureManager_getRogueColumn	83549
12	r_RendererState$SegDrawer_StoreWallRange	80575
12	r_RendererState$SegDrawer_StoreWallRange	80575
12	r_RendererState$SegDrawer_RenderSegLoop	80913
12	r_RendererState$BSP_Subsector	82141
12	r_RendererState$BSP_RenderBSPNode	82220
12	jl_Character_toLowerCase	3722
12	Long_shru	231
12	Long_create	200
12	Long_create	200
12	$rt_createByteArray	251
11	rd_R_DrawColumnBoomOpt$Indexed_invoke	88087
11	r_SimpleTextureManager_getRogueColumn	83549
11	r_RendererState$BSP_Subsector	82141
11	r_RendererState$BSP_RenderBSPNode	82220
11	r_RendererState$BSP_CheckBBox	82078
11	r_RendererState$BSP_AddLine	81976
11	r_RendererState$BSP_AddLine	81976
11	r_RendererState$BSP_AddLine	81976
11	p_mobj_t_SetMobjState	14731
11	jn_ByteBuffer_get	48351
11	jl_System_doArrayCopy	13694
11	Long_shru	231
11	Long_lo	205
11	Long_lo	205
11	Long_create	200
11	Long_create	200
